FID,NGAID,SRCLNKID,METLNKID,FEATTYPE,SECCLASS,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,SOURCE,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QA_QC
1299, ,G0051, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - VICKSBURG,800,742-5877,1026 UNITED STATES  HIGHWAY 61 NORTH, ,VICKSBURG,MS,39183, ,WARREN,28149, , , , ,2006/09/20 00:00:00+00,WEB,2006/09/20 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 126389553,TGS,-90.82738,32.35906,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
1300, ,B0139, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT - FORT WAYNE INDIANA,260,482-9666,2626 WEST COLISEUM BOULEVARD, ,FORT WAYNE,IN,46808,3638,ALLEN,18003,LOCATED ON THE NORTH SIDE OF WEST COLISEUM BOULEVARD BETWEEN HATFIELD ROAD AND INVESTMENT DRIVE., , , ,2006/09/14 00:00:00+00,PHONE,2006/09/14 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 116099020,TGS,-85.17694,41.12065,NAVTEQ,2006Q2,ONENTITY,YES,TGS
1301, ,E0308, ,POINT,UNCLASSIFIED,ROADWAY EXPRESS INCORPORATED - MARINETTE TERMINAL,715,732-0549,2516 CLEVELAND AVENUE, ,MARINETTE,WI,54143,3719,MARINETTE,55075,LOCATED AT THE NORTHWEST CORNER OF CLEVELAND AVENUE AND BADGER PARKWAY., , , ,2006/09/11 00:00:00+00,PHONE,2006/09/11 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 122684235,TGS,-87.64566,45.08564,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
1302, ,C0036, ,POINT,UNCLASSIFIED,DHL EXPRESS - WEST MONROE, , ,917 NATCHITOCHES ST, ,WEST MONROE,LA,71291,4036,OUACHITA,22073, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  99518153,TGS,-92.12939,32.49826,NAVTEQ,2006Q2,BLOCKFACE, , 
1303, ,D0466, ,POINT,UNCLASSIFIED,FEDEX - KANSAS CITY,800,463-3339,6098 FRONT STREET, ,KANSAS CITY,MO,64120,1347,JACKSON,29095, , , , ,2006/09/21 00:00:00+00,WEB,2006/09/21 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  25148437,TGS,-94.51037,39.13078,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
1304, ,G1024, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - MARSHALLTOWN,800,742-5877,1004 S 12TH AVE, ,MARSHALLTOWN,IA,50158,3607,MARSHALL,19127, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  96316887,TGS,-92.89382,42.03526,NAVTEQ,2006Q2,BLOCKFACE, , 
1305, ,B0168, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT - GREENVILLE MISSISSIPPI ZONE SERVICE CENTER,601,939-6769,1211 PICKETT STREET, ,GREENVILLE,MS,38703,2454,WASHINGTON,28151,"LOCATED ON THE EAST SIDE OF PICKETT STREET, 0.19 MILES SOUTH OF THE INTERSECTION OF PICKETT STREET AND THORNTON STREET.", , , ,2006/09/14 00:00:00+00,PHONE,2006/09/14 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  99297608,TGS,-91.02866,33.42456,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
1306, ,C0121, ,POINT,UNCLASSIFIED,DHL EXPRESS - MOBILE, , ,2117 MICHIGAN AVENUE, ,MOBILE,AL,36615,1106,MOBILE,01097, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 124519970,TGS,-88.07743,30.64285,NAVTEQ,2006Q2,BLOCKFACE, , 
1307, ,G0411, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - MATTOON,800,742-5877,2209 S 14TH STREET, ,MATTOON,IL,61938,8818,COLES,17029, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  95476433,TGS,-88.3717,39.45722,NAVTEQ,2006Q2,BLOCKFACE, , 
1308, ,B0101, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT - DOTHAN ALABAMA,334,702-4845,608 ROGERS ROAD, ,DOTHAN,AL,36303,5719,HOUSTON,01069,LOCATED ON THE NORTHEAST CORNER OF THE T INTERSECTION OF ROGERS ROAD AND ZENITH ROAD., , , ,2006/09/12 00:00:00+00,PHONE,2006/09/12 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 105169330,TGS,-85.40685,31.25566,NAVTEQ,2006Q2,ONENTITY,YES,TGS
1309, ,C0009, ,POINT,UNCLASSIFIED,DHL EXPRESS - MOLINE, , ,3300 69TH AVENUE, ,MOLINE,IL,61265,9607,ROCK ISLAND,17161, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 123064872,TGS,-90.49109,41.45248,NAVTEQ,2006Q2,BLOCKFACE, , 
1310, ,G0487, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - KIRKSVILLE,800,742-5877,2601 S FRANKLIN ST, ,KIRKSVILLE,MO,63501,6508,ADAIR,29001, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 124304811,TGS,-92.58305,40.1762,NAVTEQ,2006Q2,BLOCKFACE, , 
1311, ,A0143, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - LOMIRA, WISCONSIN",920,269-4554,W657 STATE HIGHWAY 67, ,LOMIRA,WI,53048, ,DODGE,55027,SOUTH SIDE OF STATE HIGHWAY 67 APPROXIMATELY .25 MILES EAST FROM THE INTERSECTION OF EAST AVENUE AND STATE HIGHWAY 67, , , ,2006/09/25 00:00:00+00,PHONE,2006/09/25 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 116117687,TGS,-88.42855,43.58687,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
1312, ,G0951, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - KOKOMO,800,742-5877,925 TOUBY PIKE, ,KOKOMO,IN,46901,3162,HOWARD,18067, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  19520321,TGS,-86.10351,40.49516,NAVTEQ,2006Q2,BLOCKFACE, , 
1313, ,C0118, ,POINT,UNCLASSIFIED,DHL EXPRESS - MONTGOMERY, , ,1130 EMORY FOLMAR BLVD, ,MONTGOMERY,AL,36110,3228,MONTGOMERY,01101, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 127081389,TGS,-86.25748,32.4127,NAVTEQ,2006Q2,BLOCKFACE, , 
1314, ,G1008, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - WEST BURLINGTON,319,754-4364,2514 WEST MOUNT PLEASANT STREET, ,WEST BURLINGTON,IA,52655,9774,DES MOINES,19057,"NORTH SIDE OF W MT PLEASANT ST BETWEEN UNITED STATES HIGHWAY 34 & WASHINGTON RD, ACROSS FROM EXIT 259", , , ,2006/10/02 00:00:00+00,PHONE,2006/10/02 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 125660337,TGS,-91.18645,40.82781,NAVTEQ,2006Q2,ONENTITY,YES,TGS
1315, ,G0477, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - LA CROSSE,800,742-5877,2550 COMMERCE ST, ,LA CROSSE,WI,54603,1703,LA CROSSE,55063, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 122827001,TGS,-91.22641,43.86387,NAVTEQ,2006Q2,BLOCKFACE, , 
1316, ,G0676, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - ACWORTH,800,742-5877,4246 NEW MCEVER ROAD, ,ACWORTH,GA,30101,3768,COBB,13067, , , , ,2006/09/11 00:00:00+00,WEB,2006/09/11 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  22815366,TGS,-84.66019,34.05859,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
1317, ,G0382, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - WESTMONT,800,742-5877,210 W 63RD ST, ,WESTMONT,IL,60559,2610,DUPAGE,17043, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  19893927,TGS,-87.98114,41.77381,NAVTEQ,2006Q2,BLOCKFACE, , 
1318, ,A0210, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - ROCKFORD, ILLINOIS",815,874-6866,5456 SANDY HOLLOW ROAD, ,ROCKFORD,IL,61109,2791,WINNEBAGO,17201, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 111831630,TGS,-89.01053,42.22443,NAVTEQ,2006Q2,BLOCKFACE, , 
1319, ,B0322, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT - QUAD CITIES,309,787-9662,4300 81ST AVENUE WEST, ,ROCK ISLAND,IL,61201,7311,ROCK ISLAND,17161,"LOCATED ON THE SOUTH SIDE OF 81ST AVENUE WEST, 0.18 MILES WEST OF THE T INTERSECTION OF 81ST AVENUE WEST AND 42ND STREET WEST.", , , ,2006/09/13 00:00:00+00,PHONE,2006/09/13 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  95349777,TGS,-90.62965,41.43907,NAVTEQ,2006Q2,ONENTITY,YES,TGS
1320, ,G0236, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - OXFORD,800,742-5877,16 UNITED STATES HIGHWAY 78 WEST, ,OXFORD,AL,36203, ,CALHOUN,01015, , , , ,2006/09/20 00:00:00+00,WEB,2006/09/20 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 124536799,TGS,-85.84172,33.60525,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
1321, ,A0275, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - WHITEWATER, WISCONSIN",262,473-9707,545 EAST MILWAUKEE ST., ,WHITEWATER,WI,53190,2039,WALWORTH,55127, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 111844699,TGS,-88.72129,42.83238,NAVTEQ,2006Q2,BLOCKFACE, , 
1322, ,D0389, ,POINT,UNCLASSIFIED,FEDEX - DALTON,800,463-3339,2930 DUG GAP ROAD SOUTHWEST, ,DALTON,GA,30720,9226,WHITFIELD,13313, , , , ,2006/09/15 00:00:00+00,WEB,2006/09/20 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 123733145,TGS,-85.00269,34.66909,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
1323, ,D0606, ,POINT,UNCLASSIFIED,FEDEX - MICHIGAN CITY, , ,945 S WOODLAND AVE, ,MICHIGAN CITY,IN,46360,5672,LA PORTE,18091, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 124644589,TGS,-86.87488,41.69913,NAVTEQ,2006Q2,BLOCKFACE, , 
1324, ,G0276, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - ROBERTSDALE,800,742-5877,17382 COUNTY ROAD 54, ,ROBERTSDALE,AL,36567,3176,BALDWIN,01003, , , , ,2006/09/22 00:00:00+00,WEB,2006/09/22 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 105205161,TGS,-87.72745,30.56667,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
1325, ,A0026, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - BEDFORD PARK, ILLINOIS",708,458-8863,5300 WEST 47TH STREET, ,CHICAGO,IL,60638,1805,COOK,17031,NORTH SIDE OF WEST 47TH STREET ACROSS FROM SOUTH LOCKWOOD AVENUE, , , ,2006/09/14 00:00:00+00,PHONE,2006/09/14 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  19821261,TGS,-87.75533,41.80841,NAVTEQ,2006Q2,ONENTITY,YES,TGS
1326, ,D0590, ,POINT,UNCLASSIFIED,FEDEX - MUSKEGON, , ,5832 GRAND HAVEN RD, ,MUSKEGON,MI,49441,6010,MUSKEGON,26121, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 107917377,TGS,-86.22028,43.14633,NAVTEQ,2006Q2,BLOCKFACE, , 
1327, ,C0116, ,POINT,UNCLASSIFIED,DHL EXPRESS - MUSCLE SHOALS, , ,1900 WEBSTER STREET, ,MUSCLE SHOALS,AL,35661,2000,COLBERT,01033, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 104982122,TGS,-87.6211,34.74392,NAVTEQ,2006Q2,BLOCKFACE, , 
1328, ,E0127, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED - GREENVILLE TERMINAL,901,348-1600,152 SEVEN OAKS ROAD, ,LELAND,MS,38756,9699,WASHINGTON,28151,LOCATED ON THE E SIDE OF SEVEN OAKS ROAD ABOUT .50 MILES N OF THE US HWY 278 AND SEVEN OAKS RD T-INTERSECTION., , , ,2006/09/18 00:00:00+00,PHONE,2006/09/18 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 124707175,TGS,-90.98842,33.4077,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
1329, ,A0162, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - MONTGOMERY, ALABAMA",334,265-8120,520 TRADE CENTER STREET, ,MONTGOMERY,AL,36108,2108,MONTGOMERY,01101, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING, 105130844,TGS,-86.34611,32.37094,NAVTEQ,2006Q2,BLOCKFACE, , 
1330, ,G0910, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - MIDDLETON,800,742-5877,8350 MURPHY DR, ,MIDDLETON,WI,53562,2564,DANE,55025, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  88032888,TGS,-89.52529,43.09872,NAVTEQ,2006Q2,BLOCKFACE, , 
1331, ,C0030, ,POINT,UNCLASSIFIED,DHL EXPRESS - NEW ORLEANS, , ,521 ELMWOOD PARK BLVD, ,NEW ORLEANS,LA,70123,3307,JEFFERSON,22051, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  18298044,TGS,-90.18304,29.94946,NAVTEQ,2006Q2,BLOCKFACE, , 
1332, ,D0125, ,POINT,UNCLASSIFIED,FEDEX - HOUSTON, , ,3484 W 12TH ST, ,HOUSTON,TX,77008,6124,HARRIS,48201, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  17905238,TGS,-95.43738,29.79191,NAVTEQ,2006Q2,BLOCKFACE, , 
1333, ,C0031, ,POINT,UNCLASSIFIED,DHL EXPRESS - NEW ORLEANS, , ,1717 TCHOUPITOULAS ST, ,NEW ORLEANS,LA,70130,1818,ORLEANS,22071, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  18303843,TGS,-90.0672,29.92856,NAVTEQ,2006Q2,BLOCKFACE, , 
1334, ,A0005, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - ALEXANDRIA, LOUISIANA",318,640-8800,517 RYDER DR, ,PINEVILLE,LA,71360,8107,RAPIDES,22079, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  99571406,TGS,-92.42186,31.37367,NAVTEQ,2006Q2,BLOCKFACE, , 
1335, ,B0376, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT - TOMAH WISCONSIN,608,372-7388,1710 WINNEBAGO AVENUE, ,TOMAH,WI,54660,3000,MONROE,55081,EAST SIDE OF WINNEBAGO AVENUE BETWEEN UNITED STATES HIGHWAY 12 AND CENTER COURT., , , ,2006/09/11 00:00:00+00,PHONE,2006/09/11 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 122597392,TGS,-90.48237,43.97148,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
1336, ,D0124, ,POINT,UNCLASSIFIED,FEDEX - DECATUR, , ,3443 RUPP PKWY, ,DECATUR,IL,62526,2124,MACON,17115, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 109494626,TGS,-88.92513,39.88488,NAVTEQ,2006Q2,BLOCKFACE, , 
1337, ,G0010, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - RUSTON,800,742-5877,2312 SOUTH FARMERVILLE STREET, ,RUSTON,LA,71270,9123,LINCOLN,22061, , , , ,2006/09/19 00:00:00+00,WEB,2006/09/21 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  99522046,TGS,-92.63042,32.50279,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
1338, ,G0992, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - BARABOO,800,742-5877,S2403 UNITED STATES HIGHWAY 12, ,BARABOO,WI,53913, ,SAUK,55111, , , , ,2006/09/11 00:00:00+00,WEB,2006/09/11 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 130094654,TGS,-89.77998,43.55723,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
1339, ,G1009, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - CEDAR FALLS,800,742-5877,6104 NORDIC DR, ,CEDAR FALLS,IA,50613,6326,BLACK HAWK,19013, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  96257174,TGS,-92.44903,42.48473,NAVTEQ,2006Q2,BLOCKFACE, , 
